LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
7700,53377,86018,16,187.194011,28,24.217658
7700,56622,70136,7,120.764509,11,38.132346
7700,35100,45000,10,206.966667,23,NaN
7700,NaN,67350,NaN,NaN,NaN,NaN
7700,70451,81862,3,141.268671,31,31.681943
7700,20887,26958,0,17.46075,6,30.233505
7700,14589,33100,3,122.066667,22,NaN
7700,76056,83643,22,353.195628,47,28.544529
7700,NaN,68131,1,56.609906,3,40.49982
7700,51045,91068,20,179.240936,28,27.231094
7800,44000,57500,11,95.366667,23,NaN
7800,NaN,11702,0,44.629592,7,21.271785
7800,58399,65945,1,106.631342,18,37.024764
7800,42802,52422,8,193.081453,18,26.495879
7800,58364,66688,3,114.512158,18,37.929274
7800,64503,85608,12,235.485377,35,34.423249
7800,69662,80498,4,100.428331,14,42.807342
7800,45391,61743,12,105.087594,22,36.705413
7800,48200,59000,23,274.966667,29,NaN
7800,55000,62800,6,123.033333,34,NaN
7800,38506,50309,11,231.001195,32,35.906116
7800,55394,63567,23,262.014358,29,38.983938
7800,NaN,30320,2,295.113421,13,23.245673
7800,109000,123500,6,174.466667,19,NaN
7800,53243,95065,7,220.802444,24,31.827627
7900,67222,75189,4,95.676873,23,36.979712
7900,44682,57285,7,110.071857,25,25.409017
7900,44690,45841,10,185.621592,22,32.285724
7900,126919,166566,10,NaN,NaN,NaN
7900,40827,55757,14,87.603462,11,31.850564
7900,NaN,31602,20,192.121108,15,35.586052
7900,NaN,67081,1,59.081541,4,41.077878
7900,NaN,71519,0,55.87386,4,38.375091
7900,77221,95316,4,116.309493,25,35.429797
7900,NaN,35422,19,184.390029,15,37.836715
7900,42400,53000,2,95.366667,20,NaN
7900,55383,70020,12,80.778942,8,44.858977
7900,NaN,37125,NaN,285.111015,12,29.41355
7900,78532,122952,29,332.645047,37,35.311553
7900,NaN,75462,NaN,NaN,NaN,23.345022
7900,41935,53543,8,203.54461,22,31.491687
8000,53000,65960,7.5,132.566667,17,NaN
8000,49232,61221,23,258.194578,29,41.246613
8000,45557,56235,7,84.691135,16,36.503161
8000,61565,87624,14,203.997136,17,23.562565
8000,82547,105361,24,52.593264,13,32.160923
8000,70546,81272,4,119.066922,31,33.361586
8000,177683,251771,NaN,138.511601,22,39.735449
8000,75690,96517,1,NaN,NaN,27.336157
8000,49685,81020,2,129.362466,15,47.000975
8000,28000,41950,2,103.4,20,NaN
8000,47823,63000,5,53.666667,18,NaN
8000,61000,90450,4,139.866667,9,NaN
8000,58000,73750,22,221.433333,20,NaN
8000,33000,38500,2,NaN,0,NaN
8000,33689.3,48000,3,103.733333,13,NaN
8000,47306,68350,9,82.633333,20,NaN
8000,45000,56100,9.9,92.3,34,NaN
8000,69341,86900,15,89.266667,9,NaN
8000,70917,83500,8,107.5,23,NaN
8000,NaN,34226,NaN,75.366667,10,NaN
8000,78720,86800,0.1,NaN,4,NaN
8000,38758,46466.26,21,229.3,18,NaN
8000,79200,116500,8,NaN,NaN,NaN
8000,63700,79754,3.8,208,16,NaN
8000,41000,54000,4,189.7,22,NaN
8000,76600,96000,2,73.033333,24,NaN
8000,65000,93600,16,140.066667,16,NaN
8000,49000,60000,11,107.533333,19,NaN
8000,37871,NaN,15,179.633333,30,NaN
8000,4500,NaN,1,102.433333,15,NaN
8000,63152,NaN,9,132.9,26,NaN
8000,21944,31352,0,33.433333,3,NaN
8000,86804,113000,7,145.166667,20,NaN
8000,36000,115800,NaN,168.233333,30,NaN
8000,32100,36739,4,79.458845,8,31.276716
8000,47154,65458,2,99.99379,12,38.873711
8000,92487,113947,8,151.817389,19,26.457524
8000,84282,121045,28,330.174856,37,35.362686
8000,57361,71167,2,130.767035,22,29.381985
8000,80817,89515,0,NaN,4,29.638901
8000,NaN,49000,11,310.4,13,NaN
8000,84730,123455,9,NaN,NaN,40.032649
8000,58006,94930,4,223.20299,24,30.913396
8000,NaN,68572,1,53.935138,4,37.703911
8100,43553,88242,2,207.940469,30,31.329652
8100,78508,200133,14,9.1,8,NaN
8100,48781,50434,5,75.635048,18,24.545192
8100,84822,123854,31,340.744431,38,36.205115
8100,53863,74705,0,66.29457,21,26.046469
8100,78977,91995,19,296.747095,23,38.82094
8100,81322,97823,3,118.468506,25,32.716778
8100,46380,58745,7,78.360088,18,22.375341
8100,66546,84943,3,225.690989,15,30.398005
8100,54841,71400,6,89.233333,15,NaN
8100,66691,82768,4,184.193418,15,32.396509
8100,19772,39431,0,82.335288,12,20.342468
8100,13179,32981,NaN,NaN,NaN,31.742249
8100,69047,82113,3,121.411149,30,35.073918
8100,26886,36527,12,188.419826,13,24.865567
8100,NaN,56386,11,294.602767,12,32.385956
8100,28523,39816,5,130.643933,16,37.393526
8100,28187,32584,0,27.048835,7,29.287957
8100,50373,65865,5,99.59817,11,38.910151
8200,10909,37286,3,268.254602,12,22.232953
8200,39175,55848,10,161.661582,18,24.200111
8200,NaN,50061,10,296.901639,13,33.632137
8200,101230,120087,9,419.272965,49,40.558271
8200,62603,86782,15,219.565812,18,24.636621
8200,117314,132770,4,176.334542,19,34.552052
8200,64006,80409,15,235.363249,36,35.63672
8200,NaN,49362,NaN,NaN,NaN,11.769692
8200,171456,246758,NaN,138.154818,21,40.337861
8200,72986,87621,14,86.545727,9,24.69743
8200,172497,249071,NaN,114.981974,21,41.098025
8200,51730,59025,16,220.81329,37,24.380093
8200,58536,66546,1,118.397358,17,34.71165
8200,68013,77008,8,49.146922,23,40.79259
8200,47700,60000,0.1,NaN,0,NaN
8200,76268,89166,23,341.855347,46,29.869577
8200,NaN,38648,NaN,302.530182,10,30.445376
8200,120837,176244,8,196.724161,20,34.745743
8200,61821,64832,5,123.286025,34,35.875344
8200,66254,74994,7,60.384863,24,39.726105
8200,NaN,49331,9,305.888082,12,33.718614
8200,67489,80145,2,104.396507,7,36.912311
8200,87979,94854,10,108.479024,19,41.270683
8200,80989,105080,1,81.354795,24,38.475771
8200,135929,200275,0,69.617175,23,37.805433
8200,75870,97922,0,NaN,NaN,27.276365
8200,48515,59240,17,214.14451,36,27.459144
8200,79751,125413,7,NaN,NaN,41.985557
8200,NaN,33540,21,178.687928,15,36.601699
8200,13392,34254,3,267.918642,11,21.92999
8300,82000,111000,6,214.1,12,NaN
8300,57503,72704,18,156.593708,11,33.337119
8300,61213,65798,6,86.296516,20,41.426872
8300,41481,50448,20,230.848863,18,35.888291
8300,14601,66143,24,320.234882,12,40.015071
8300,51783,57839,3,96.176673,20,36.210351
8300,47000,78320,18,195.833333,17,NaN
8300,59761,75081,17,147.941643,11,31.959227
8300,NaN,47244,6,NaN,NaN,NaN
8300,NaN,41438,NaN,302.856633,12,30.104071
8300,178745,251935,NaN,130.730911,22,42.35806
8300,67715,86945,14,221.474925,17,25.194297
8300,44783,63424,2,97.900836,12,36.58787
8300,45842,50006,16,90.65307,12,31.360822
8300,101150,115215,23,130.256329,12,36.505999
8300,67839,76502,9,58.560174,24,38.974294
8300,35343,51986,10,242.818967,31,37.966606
8300,54039,89301,18,173.191322,28,26.266816
8300,71922,117151,2,246.934758,37,18.156827
8300,10000,63775,0,200.866667,14,NaN
8400,75912,95329,18,294.164225,24,38.641805
8400,39677,54707,10,203.242965,23,31.21771
8400,53841,64284,15,206.354564,36,26.054854
8400,39991,58511,10,176.996112,19,24.298636
8400,82597,83858,25,350.568136,47,28.910757
8400,82972,121796,7,NaN,NaN,41.445624
8400,17479,66894,23,326.342805,13,40.588576
8400,62989,76718,3,131.471383,22,29.2004
8400,43589,49950,9,202.70454,23,33.592319
8400,62583,77481,6,98.672705,15,26.30838
8400,41656,51846,10,190.017503,19,25.768965
8400,77144,91532,19,311.757182,24,40.912737
8400,80490,93028,0,NaN,NaN,29.473761
8400,60995,78444,4,123.738517,23,26.932708
8400,31800,72000,NaN,187.266667,21,NaN
8400,43900,55000,1,169.433333,21,NaN
8400,44800,56000,0,314.5,42,NaN
8400,30146,39326,11,183.092749,12,23.097202
8400,84666,123613,8,NaN,NaN,39.65832
8400,NaN,39106,NaN,80.075339,10,35.683502
8400,35240,54314,8,210.580015,22,32.571867
8400,57103,78079,0,56.309765,21,23.521188
8400,78089,90660,9,118.635395,22,27.093041
8400,77916,93589,0,NaN,NaN,27.873871
8400,48032,95213,5,326.679591,30,38.191682
8400,57694,70782,4,125.710325,34,37.622786
8400,85136,125912,9,NaN,NaN,40.715178
8400,102894,117799,9,420.098164,49,39.63319
8400,32000,49000,12.6,41.3,18,NaN
8400,37256,45956,1,214.44323,6,31.245249
8500,83157,202962,14,13.682764,8,21.297339
8500,NaN,42980,NaN,76.010753,9,37.659668
8500,73752,87931,21,291.620378,24,39.003141
8500,41210,45175,9,209.494095,22,29.964082
8500,NaN,32907,18,169.945388,15,35.31271
8500,30077,42770,0.25,89.266667,10,NaN
8500,54000,62533,4,313.466667,10,NaN
8500,55100,66900,15,229.266667,32,NaN
8500,48961,73550,11,145.1,11,NaN
8500,18240,40200,1,306.4,12,NaN
8500,64665,72376,4,70.934881,20,40.309041
8500,50031,57276,0,171.212815,21,35.158703
8500,61607,81126,16,222.21119,35,34.729698
8500,49266,64461,22,264.408023,29,37.976758
8500,50569,60940,6,189.946898,22,29.202477
8500,NaN,27873,21,190.06187,15,38.375406
8500,78346,82226,22,320.349543,47,30.1994
8500,47777,78979,18,202.954276,16,34.828648
8500,53459,62678,13,116.863449,18,30.052902
8500,77954,82965,25,350.776304,46,28.584516
8500,29383,45900,8,122.133333,22,NaN
8500,20959,62956,20,315.707391,13,41.077591
8500,6424,32365,NaN,NaN,NaN,33.904465
8500,58327,75044,2,123.365356,22,28.111814
8500,79484,87893,1,123.618803,10,35.759084
8500,73208,88588,10,114.552582,23,30.082489
8600,38646,54073,14,89.555853,11,32.530257
8600,NaN,54905,8,308.650117,13,32.553976
8600,NaN,47791,NaN,NaN,NaN,14.392536
8600,42380,60733,3,199.293142,22,28.434342
8600,36933,42289,4,100.616421,26,38.43649
8600,21000,79000,21,239.433333,11,NaN
8600,NaN,25000,0,64.866667,27,NaN
8600,78579,93697,0,115.193321,10,33.837203
8600,172418,251426,NaN,120.572633,22,40.925911
8600,58846,72733,14,233.171601,32,39.775088
8600,41126,55500,6,73.033333,11,NaN
8600,57727,70828,5,87.845311,19,41.753525
8600,22960,80874,20,238.702683,11,25.88732
8600,75464,84263,21,352.658271,47,28.196715
8600,NaN,51703,NaN,NaN,NaN,12.105144
8600,42226,50386,21,223.326462,17,34.927866
8600,45960,57473,4,189.76806,22,26.754412
8600,76703,100862,0,174.55712,31,34.386231
8600,44992,66403,8,172.551555,27,43.875611
8600,14762,66271,25,318.149278,13,42.276634
8600,61468,72143,19,163.29886,11,31.925767
8600,66366,75957,8,72.916721,25,39.660409
8600,124810,176581,8,213.302885,19,32.876459
8700,46489,63573,4,196.24907,21,28.787923
8700,57254,86883,16,172.166563,28,25.043437
8700,54283,58563,3,91.446465,11,38.590367
8700,58007,73069,14,240.437282,31,37.897481
8700,54768,87268,18,187.58057,28,26.367134
8700,87415,201689,13,13.924759,7,20.253864
8700,53073,83415,2,211.26878,29,30.201509
8700,62600,77600,0.5,351.033333,13,NaN
8700,60237,69891,3,321.274829,9,32.280314
8700,77377,97070,3,68.854877,24,38.217726
8700,30716,84778,19,219.085236,10,23.808894
8700,53504,66888,7,112.175121,10,39.318772
8700,78817,115527,1,221.551541,37,16.378413
8700,57141,70244,8,106.855428,19,31.891314
8700,79062,98038,4,139.264034,26,33.578036
8700,NaN,32855,NaN,NaN,NaN,35.937903
8700,51950,67475,4.5,246.466667,16,NaN
8700,43759,50070,19,218.906253,17,34.058147
8700,93759,119459,24,138.09123,12,38.729711
8700,76008,95976,0,NaN,NaN,30.022245
8700,50711,87898,4,209.521438,30,32.743007
8700,62400,81315,6,98.02887,14,26.620898
8700,77930,80164,20,350.52841,47,29.66236
8700,58060,65605,23,259.683813,29,39.829999
8700,51033,58513,2,181.869752,20,37.879278
8700,68186,82518,1,105.102255,7,36.448939
8700,52388,64332,1,91.112061,12,36.874928
8700,56904,64122,5,119.555473,11,38.695615
8700,76510,108130,2,252.843928,37,17.41486
8800,12750,NaN,23,NaN,NaN,NaN
8800,108608,NaN,0,253.471759,23,NaN
8800,2800,18361,2,107.766667,3,NaN
8800,51740,60852,23,277.589589,29,39.885484
8800,135899,202788,1,53.767622,23,35.932025
8800,67200,80300,10,135.866667,33,NaN
8800,26607,39710,0,104.692825,30,38.326728
8800,78953,93018,7,110.72313,22,28.289429
8800,33395,51057,2,80.82248,20,16.883031
8800,32169,37533,3,74.449295,19,25.341741
8800,56963,70607,4,99.764415,19,40.345261
8800,50000,68000,19,108.9,16,NaN
8800,74562,89695,24,338.776746,47,28.439717
8800,101717,122299,11,402.740482,49,38.421428
8800,NaN,74928,NaN,NaN,NaN,23.988913
8800,NaN,32221,0,276.841935,14,24.198678
8800,73765,93917,15,128.853302,15,24.491199
8800,55990,89673,18,184.625966,29,27.70165
8900,80334,87448,18,279.87655,23,38.513997
8900,33208,75000,22,166.2,33,NaN
8900,75441,116950,26,322.731196,37,33.788524
8900,111493,133191,6,159.432698,19,34.371149
8900,63342,78275,19,162.196484,11,32.612663
8900,58503,74706,6,243.935996,16,36.793237
8900,62733,77741,8,68.890096,17,37.773301
8900,58839,81223,4,102.24647,15,26.20641
8900,60782,100000,14,129.866667,36,NaN
8900,64343,84013,4,39.221719,12,35.788437
8900,133847,157399,17,70.884144,12,34.702331
8900,147801,157335,4,85.574866,21,34.75656
8900,NaN,42309,NaN,56.937096,10,37.35953
8900,NaN,49147,NaN,110.50958,8,37.108142
8900,72581,90585,18,207.966667,30,NaN
8900,77261,96434,3,144.037004,26,33.908466
9000,50513,61190,5,75.388551,11,30.498005
9000,75453,100646,3,126.309835,26,33.758466
9000,50170,64309,7,120.431226,11,39.97549
9000,81248,92503,0,121.19965,10,37.39024
9000,90969,108606,5,113.257509,28,27.347597
9000,79259,84322,22,359.332272,47,29.67139
9000,56162,75526,6,127.78697,15,35.734057
9000,51091,68264,22,277.755662,29,39.387318
9000,93521,126024,9,411.753081,49,41.664281
9000,52311,68994,0,137.784004,9,28.454713
9000,8221,38290,4,266.383799,12,23.703067
9000,56930,67557,0,118.699516,18,36.686882
9000,52257,58275,5,80.251801,21,34.144726
9000,41153,51841,10,210.28269,23,32.424293
9000,31170,50725,16,93.066667,18,NaN
9000,84532,104000,3,50.666667,3,NaN
9000,76964,90500,3,101.4,32,NaN
9000,64917,102270,10,213.033333,21,NaN
9000,NaN,63684,NaN,358.066667,7,NaN
9000,47350.86,105000,6,227.266667,10,NaN
9000,50400,65000,6,117.6,24,NaN
9000,96884,110108,18,194.8,16,NaN
9000,82700,121000,9,131.9,22,NaN
9000,29000,51740,31,243.2,19,NaN
9000,43881,56000,5,73.033333,28,NaN
9000,31896,46195,25,122.389155,16,36.681652
9000,56226,67466,7,126.745087,16,33.987847
9000,32539,65440,5,NaN,NaN,42.368944
9000,131108,199295,1,61.000985,22,35.930611
9000,55367,79819,5,101.281185,15,27.189213
9000,50866,73064,5,118.570005,23,40.186062
9000,12340,36133,NaN,NaN,NaN,31.703815
9000,53177,56782,9,106.500537,33,40.084176
9100,NaN,50391,NaN,NaN,NaN,15.024706
9100,80719,86782,23,333.01159,47,30.395458
9100,50606,58822,11,89.644833,22,36.302409
9100,17218,36721,8,115.752093,5,37.47941
9100,43249,52946,20,228.39634,18,35.181841
9100,48797,67761,7,116.979155,11,37.797379
9100,NaN,11550,NaN,51.933333,3,NaN
9100,78369,92000,0.2,180.833333,35,NaN
9100,28550,40300,5,109.535635,33,23.082905
9100,24721,34462,1,28.10052,7,27.520682
9100,62976,77829,0,131.193496,23,26.090419
9100,46406,56134,9,93.853461,34,39.46633
9100,NaN,74450,NaN,NaN,NaN,23.942517
9100,53764,56429,9,92.078979,33,40.582084
9100,78210,86558,8,92.111504,23,28.167075
9100,59430,76897,5,246.095109,16,37.470923
9100,47756,84022,18,206.797361,17,32.391146
9200,71994,95525,16,126.816439,16,25.62193
9200,92395,114494,24,130.376788,11,39.11215
9200,55643,75267,2,224.882232,15,35.629354
9200,19756,26140,0,0.486711,7,27.075257
9200,46707,60000,4,192.8,17,NaN
9200,64900,78000,10,122.766667,24,NaN
9200,70715,85000,26,143.066667,23,NaN
9200,72859,88183,8,105.655205,23,29.007208
9200,52531,66491,11,122.228534,19,32.657629
9200,57375,69040,0,116.418796,18,36.625629
9200,48130,62358,15,219.657131,36,27.617063
9200,69657,89082,3,217.321155,16,28.74989
9300,79724,105493,2,63.430887,23,39.386118
9300,73252,100537,2,99.774527,26,34.514635
9300,30204,57036,30,235.492813,19,23.137841
9300,75425,109040,2,235.946211,38,17.875259
9300,NaN,57650,11,308.33944,13,31.553835
9300,63566,70551,14,138.337352,19,42.483703
9300,NaN,45906,NaN,92.821714,9,36.141276
9300,79133,100033,3,102.163027,31,40.794635
9300,46466,57182,2,100.051866,20,38.444318
9300,59617,67709,4,243.830728,16,35.968281
9300,NaN,36793,NaN,304.520189,11,30.738814
9300,58051,65334,6,113.281857,23,41.86004
9300,39307,51680,8,196.014635,23,30.731572
9300,84900,105798,2,41.807205,3,26.956698
9300,78000,97700,12,88.5,29,NaN
9300,24000,37125,3.5,148.033333,19,NaN
9300,21138,30700,3,NaN,NaN,NaN
9300,44026,70535,12,245.9,29,NaN
9300,NaN,55350,9,308.340332,13,33.635525
9300,81986,94513,2,NaN,4,31.893904
9300,54088,66961,22,278.160474,28,40.823542
9300,38115,60493,14,91.932632,18,29.633608
9300,53772,71497,2,136.08003,23,29.686671
9300,NaN,44108,NaN,290.818074,12,29.7436
9300,21979,39880,3,NaN,NaN,38.844089
9300,106449,120066,18,189.919918,15,37.086455
9400,52371,55764,1,177.7028,20,37.358688
9400,49484,59137,10,102.272677,22,37.269131
9400,NaN,50575,NaN,99.069518,8,35.907815
9400,57105,67061,6,129.508484,34,35.734593
9400,52024,89107,0,148.844738,26,36.080032
9400,85448,94101,2,104.113363,32,39.541848
9400,56508,78358,17,141.931156,11,32.327495
9400,81596,116738,28,338.629035,38,34.169514
9400,76989,88788,24,350.639006,46,30.061371
9400,57000,70000,4,179.566667,17,NaN
9400,26700,40150,9,80.166667,4,NaN
9400,NaN,30455,18,194.614216,16,39.000065
9400,61185,65302,1,117.171004,18,35.611944
9400,109991,125146,7,171.679811,18,34.813469
9400,122412,178547,7,226.088807,19,35.463387
9400,61213,70800,5,75.86266,20,39.403812
9400,53756,76077,12,244.116653,29,33.374571
9400,81546,119128,30,328.178124,38,34.150319
9400,86539,95010,0,NaN,3,29.815324
9400,71600,99682,16,159.036371,16,25.607228
9400,77715,101258,2,65.876587,23,38.108001
9400,52598,74747,6,129.343825,24,42.265466
9400,51505,84178,19,202.697963,16,35.530613
9400,92340,125451,7,129.113725,22,36.349975
9400,53244,62245,23,276.787744,28,37.821852
9400,77410,116693,0,245.083652,37,17.176901
9400,56675,66976,6,128.071648,33,35.033371
9400,103973,119817,18,182.616639,16,37.337977
9500,50400,63000,1,91.266667,22,NaN
9500,36114,45654,0,83.333292,9,25.343478
9500,115186,131800,7,177.050036,19,33.430558
9500,41541,57280,6,69.229369,10,29.160127
9500,28750,42408,0,115.574971,30,39.050395
9500,47019,59413,4,78.025552,11,31.418132
9500,131394,162449,10,222.009505,18,19.551243
9500,55862,62965,15,223.103914,36,26.141178
9500,70000,85000,9,175.566667,12,NaN
9500,35019,52710,12,241.581779,31,38.208668
9500,21900,35250,16,59.866667,10,NaN
9500,59494,75930,0,98.998508,6,36.888436
9500,42699,57680,10,114.492908,26,25.075153
9500,43210,59692,1,103.089483,13,38.704985
9500,58185,64576,6,127.855265,11,38.298309
9500,54612,68759,9,89.102839,19,31.353907
9500,79479,88772,8,189.589075,12,37.95299
9500,NaN,40000,10,36.5,1,NaN
9600,62405,69459,0,86.431832,18,36.260331
9600,45158,55455,15,82.713137,12,30.931518
9600,64758,63646,5,120.644559,34,35.984929
9600,53277,60843,0,180.284062,21,37.950788
9600,84333,201281,14,13.213057,7,17.825631
9600,70589,99384,0,176.467462,31,34.23479
9600,42357,99756,4,354.650225,30,36.525173
9600,NaN,68324,NaN,356.450178,6,36.554268
9600,73000,99600,4.5,93.333333,34,NaN
9600,53196,63942,16,227.563684,36,24.01677
9600,56224,60260,15,219.742045,36,25.439464
9600,46683,61773,1,171.058449,20,38.005289
9600,NaN,56900,NaN,NaN,NaN,14.435239
9600,24680,43500,18,114.666667,19,NaN
9600,50655,59502,0,93.432844,20,37.982354
9600,45240,60136,2,83.066751,19,38.4543
9600,77359,101365,1,182.803515,31,33.48191
9600,44553,48626,20,226.452159,18,35.555923
9700,75566,92066,14,94.987922,8,25.161183
9700,29094,51990,30,246.195239,19,20.743365
9700,45907,57507,6,81.229449,11,29.037574
9700,53527,58605,4,75.584543,12,36.709539
9700,98232,117321,19,194.424718,15,36.950892
9700,NaN,64644,NaN,368.070924,6,36.57317
9700,21883,67432,24,308.995576,12,41.414281
9700,84933,122520,10,141.433076,23,36.795014
9700,55986,73000,2.5,207.166667,29,NaN
9700,108000,210000,2.3,124.833333,15,NaN
9700,5801,58305,8,352.966667,22,NaN
9700,59100,74986,14,244.533333,32,NaN
9700,53000,56000,2,75.033333,18,NaN
9700,73085,92000,8,173.5,34,NaN
9700,39141,48905,13,89.83594,11,32.43141
9700,44652,63232,9,102.165514,22,37.034876
9700,59633,70398,4,239.038206,16,38.867249
9700,63488,74374,5,106.589452,15,26.896013
9700,8852,60599,7,359.104491,21,16.871983
9700,32660,54536,0,156.482106,13,67.324904
9700,NaN,54385,10,314.732833,13,34.170404
9700,77394,86917,16,81.4614,9,27.705857
9700,47000,82000,NaN,96.633333,8,NaN
9800,54564,62109,10,124.021625,19,32.565686
9800,15021,31900,6,276.734202,11,22.291249
9800,136154,203815,1,70.853328,23,35.878988
9800,79405,111563,0,240.942994,38,19.33281
9800,58936,78078,19,152.140126,11,32.188761
9800,74962,108730,4,76.392416,33,37.321348
9800,36500,54000,17,105.666667,19,NaN
9800,81199,206201,12,2.820786,7,21.283868
9800,49287,69831,2,182.994806,16,29.713467
9800,62826,65912,6,132.75249,34,37.5882
9800,49298,73426,9,242.389016,29,34.690361
9800,69919,100267,16,130.886007,15,26.835043
9800,32550,52554,12,229.512741,32,37.923088
9800,54681,74097,2,106.888894,18,36.618661
9800,53643,113161,5,230.303257,9,23.77361
9800,80267,209931,14,0.507115,8,19.969629
9800,78022,103466,1,83.835338,24,37.434615
9800,NaN,45197,NaN,316.525303,11,29.646666
9800,52973,65481,10,101.472668,33,36.878297
9800,55330,78154,2,122.705537,23,28.896102
9800,54861,71138,4,258.334618,16,36.035713
9800,56188,90143,17,171.413658,29,25.62165
9800,79767,93525,0,NaN,4,31.290119
9800,63891,72980,7,32.414934,24,39.37187
9800,47126,57365,0,91.141219,19,38.65764
9800,55539,73560,4,85.900936,14,26.331619
9900,37609,120186,NaN,176.367839,30,53.178911
9900,60488,75507,3,239.43364,17,38.473075
9900,35448,58056,11,229.522844,31,37.297432
9900,79379,205346,14,20.214195,7,19.799428
9900,72674,89909,15,90.9579,8,27.354634
9900,88236,104953,1,51.648705,2,28.622632
9900,73804,97413,5,107.333024,25,33.52488
9900,28432,36605,0,111.531625,29,37.588196
9900,52800,66000,29,188.933333,24,NaN
9900,111000,134347,16,180.633333,33,NaN
9900,21400,36600,2,154.2,26,NaN
9900,8673,37244,4,256.680584,12,24.496286
9900,117003,219783,1,130.766386,14,25.622611
9900,71371,84865,0,94.805236,12,38.211305
9900,55231,78708,4,85.801476,15,24.594993
9900,47367,114837,4,210.435534,10,25.042109
9900,108155,219936,2,126.939377,15,27.992052
9900,74009,108371,1,246.094765,36,17.257117
9900,82697,100689,3,133.365791,26,33.591716
9900,47865,88105,18,203.023991,17,34.553305
9900,84920,201713,13,3.044384,8,21.057641
9900,54961,70609,6,105.934692,11,40.702548
9900,26427,87134,20,244.365247,11,25.003965
9900,23767,39293,5,145.765774,9,24.605129
9900,31244,44138,14,60.63447,9,31.688134
